1st_year_revenue,title,year,released,runtime,top_10_dir,top_50_dir,top_100_dir,top_10_actors,top_50_actors,top_100_actors,language,country,rating,Action,Adventure,Fantasy/Sci-Fi,Crime,Thriller/Mystery,Drama,Horror,Comedy,Documentary,Family/Animated,Biography/History,Romance,Music/Musical,Likely TV
2197561,Africa's Elephant Kingdom,1998,1998-05-08,40.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2637726,God's Army,2000,2000-03-10,108.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699820,The Bone Collector,1999,1999-11-05,118.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US and others,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703114,Double Jeopardy,1999,1999-09-24,105.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428932,Three Kings,1999,1999-10-01,114.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US only,R,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1499329,Thrill Ride: The Science of Fun,1997,1997-07-11,38.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2850307,The Insider,1999,1999-11-05,157.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1638202,Gun Shy,2000,2000-02-04,101.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1668162,Dogma,1999,1999-11-12,130.0,0.0,1.0,1.0,1.0,1.0,1.0,English only,US only,R,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1690913,Blood Simple,1984,1985-01-18,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795758,La vie après l'amour,2000,2000-07-07,104.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4714090,Held Up,1999,2000-05-12,89.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4734235,Duets,2000,2000-09-15,112.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5018450,Woman on Top,2000,2000-09-22,92.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,R,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5108820,Gossip,2000,2000-04-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5217498,The in Crowd,2000,2000-07-19,105.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658940,Where the Money Is,2000,2000-04-14,89.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG-13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6047856,The Way of the Gun,2000,2000-09-08,119.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954405,Isn't She Great,2000,2000-01-28,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3434515,Price of Glory,2000,2000-03-31,118.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3704043,End of Days,1999,1999-11-24,122.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3738806,Island of the Sharks,1999,1999-04-30,40.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4142507,Whipped,2000,2000-09-01,82.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6291602,What Planet Are You From?,2000,2000-03-03,105.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
478167,Superstar,1999,1999-10-08,81.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US and others,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
481066,Hochelaga,2000,2000-09-01,130.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515004,Fight Club,1999,1999-10-15,139.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,Foreign country,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576062,The Basket,1999,2000-05-05,105.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581142,The Opportunists,1999,2000-08-11,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,R,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
464545,The Bachelor,1999,1999-11-05,101.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
378562,Santitos,1999,2000-01-28,105.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424122,Across the Sea of Time,1995,1995-10-20,51.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,G,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
426318,Josh,2000,2000-06-09,162.0,0.0,0.0,0.0,0.0,0.0,1.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
428247,Luminarias,1999,2000-05-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
438331,Anywhere But Here,1999,1999-11-12,114.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
447449,Blue Streak,1999,1999-09-17,93.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,PG-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1244676,Turn It Up,2000,2000-09-06,86.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070000,Mohabbatein,2000,2000-10-27,216.0,0.0,0.0,0.0,0.0,1.0,1.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1107583,Catfish in Black Bean Sauce,1999,2000-06-09,119.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
809260,The Best Man,1999,1999-10-22,120.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
623791,Fiza,2000,2000-09-08,170.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
727386,Taxi 2,2000,2000-10-06,88.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6543194,I Dreamed of Africa,2000,2000-05-05,114.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6982680,Screwed,2000,2000-05-12,81.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45542421,The Tigger Movie,2000,2000-02-11,77.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
106807667,Miss Congeniality,2000,2000-12-22,109.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47512458,Men of Honor,2000,2000-11-10,129.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50802661,The Road to El Dorado,2000,2000-03-31,89.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
89296573,The Emperor's New Groove,2000,2000-12-15,78.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
68473360,Vertical Limit,2000,2000-12-08,124.0,0.0,1.0,1.0,0.0,0.0,0.0,English and others,US and others,PG-13,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53302314,Final Destination,2000,2000-03-17,98.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55973336,Romeo Must Die,2000,2000-03-22,115.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56932305,Shanghai Noon,2000,2000-05-26,110.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US and others,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57176582,Next Friday,2000,2000-01-12,98.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57262492,The Whole Nine Yards,2000,2000-02-18,98.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,R,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58335959,102 Dalmatians,2000,2000-11-22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
44983704,Frequency,2000,2000-04-28,118.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44737059,The Replacements,2000,2000-08-11,118.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46729374,"Dude, Where's My Car?",2000,2000-12-15,83.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36037909,Hanging Up,2000,2000-02-18,94.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36675505,Bounce,2000,2000-11-17,106.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37035515,28 Days,2000,2000-04-14,103.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37036404,Keeping the Faith,2000,2000-04-14,128.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37347346,The Exorcist,1973,1973-12-26,122.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37752931,Autumn in New York,2000,2000-08-11,103.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38168022,The Original Kings of Comedy,2000,2000-08-18,115.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
38848624,Little Nicky,2000,2000-11-10,90.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39235088,Pitch Black,2000,2000-02-18,109.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39778599,The Beach,2000,2000-02-11,119.0,0.0,1.0,1.0,0.0,0.0,1.0,English and others,Foreign country,R,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75764085,The Family Man,2000,2000-12-22,125.0,0.0,0.0,1.0,1.0,1.0,1.0,English and others,US only,PG-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37519291,Bedazzled,2000,2000-10-20,93.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,PG-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35007180,The Skulls,2000,2000-03-31,106.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US and others,PG-13,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60612097,Stuart Little,1999,1999-12-17,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
113746040,Remember the Titans,2000,2000-09-29,113.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
182805123,What Women Want,2000,2000-12-15,127.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
117559438,Big Momma's House,2000,2000-06-02,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122802761,Charlie's Angels,2000,2000-11-03,98.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US and others,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123307945,Nutty Professor II: The Klumps,2000,2000-07-28,106.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
125548685,Erin Brockovich,2000,2000-03-17,131.0,1.0,1.0,1.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137748063,Dinosaur,2000,2000-05-19,82.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
155464351,What Lies Beneath,2000,2000-07-21,130.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157019771,Scary Movie,2000,2000-07-07,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157299717,X-Men,2000,2000-07-14,104.0,0.0,1.0,1.0,0.0,1.0,1.0,English only,US only,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161325490,Meet the Parents,2000,2000-10-06,108.0,0.0,0.0,1.0,1.0,1.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
182618434,The Perfect Storm,2000,2000-06-30,130.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,PG-13,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186610052,Gladiator,2000,2000-05-05,155.0,1.0,1.0,1.0,0.0,0.0,1.0,English only,US and others,R,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253367455,How the Grinch Stole Christmas,2000,2000-11-17,104.0,1.0,1.0,1.0,0.0,0.0,0.0,English only,US and others,PG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
113330342,The Patriot,2000,2000-06-28,165.0,0.0,1.0,1.0,0.0,0.0,0.0,English and others,US and others,R,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
233632142,Cast Away,2000,2000-12-22,143.0,0.0,1.0,1.0,0.0,1.0,1.0,English and others,US only,PG-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
101643008,Gone in 60 Seconds,2000,2000-06-09,118.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,PG-13,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60786269,Coyote Ugly,2000,2000-08-04,100.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
60874615,Mission to Mars,2000,2000-03-10,114.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,Foreign country,PG,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61280963,The Cell,2000,2000-08-18,107.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,R,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61322858,Rules of Engagement,2000,2000-04-07,128.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,Foreign country,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68353550,Bring It On,2000,2000-08-25,98.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
68525609,Road Trip,2000,2000-05-19,93.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60119360,The Green Mile,1999,1999-12-10,189.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,R,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71205699,Rugrats in Paris,2000,2000-11-17,78.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
73209340,Hollow Man,2000,2000-08-04,112.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US and others,R,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77086030,U-571,2000,2000-04-21,116.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,Foreign country,PG-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89138076,Scream 3,2000,2000-02-04,116.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90033796,Unbreakable,2000,2000-11-22,106.0,1.0,1.0,1.0,1.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90179885,Space Cowboys,2000,2000-08-04,130.0,1.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90570999,"Me, Myself & Irene",2000,2000-06-23,116.0,0.0,1.0,1.0,0.0,0.0,1.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70327868,Shaft,2000,2000-06-16,99.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,Foreign country,R,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34317634,The 6th Day,2000,2000-11-17,123.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33771174,Where the Heart Is,2000,2000-04-28,120.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13019253,The Crew,2000,2000-08-25,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13555988,The Little Vampire,2000,2000-10-27,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13592872,The Ladies Man,2000,2000-10-13,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14218868,Supernova,2000,2000-01-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14348353,Michael Jordan to the Max,2000,2000-05-05,46.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14518346,Anna and the King,1999,1999-12-17,148.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14967182,Get Carter,2000,2000-10-06,102.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14983572,The Next Best Thing,2000,2000-03-03,108.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15070285,American Psycho,2000,2000-04-14,102.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US and others,R,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12801190,Highlander: Endgame,2000,2000-09-01,87.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12372410,Ready to Rumble,2000,2000-04-07,107.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
