1st_year_revenue,title,year,released,runtime,top_10_dir,top_50_dir,top_100_dir,top_10_actors,top_50_actors,top_100_actors,language,country,rating,Action,Adventure,Fantasy/Sci-Fi,Crime,Thriller/Mystery,Drama,Horror,Comedy,Documentary,Family/Animated,Biography/History,Romance,Music/Musical,Likely TV
50572589,Music and Lyrics,2007,2007-02-14,104.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
36605602,Freedom Writers,2007,2007-01-05,123.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,PG-13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35374833,The Messengers,2007,2007-02-02,90.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28476219,Mr. Brooks,2007,2007-06-01,120.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28563179,We Own the Night,2007,2007-10-12,117.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US only,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28638916,28 Weeks Later,2007,2007-05-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,R,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30173217,August Rush,2007,2007-11-21,114.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35662731,Smokin' Aces,2006,2007-01-26,108.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,Foreign country,R,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31366978,Daddy's Little Girls,2007,2007-02-14,100.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32886940,Balls of Fury,2007,2007-08-29,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33000880,Breach,2007,2007-02-16,110.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33080084,Zodiac,2007,2007-03-02,157.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35017297,Good Luck Chuck,2007,2007-09-21,96.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35193167,The Number 23,2007,2007-02-23,98.0,0.0,1.0,1.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31097159,Mr. Magorium's Wonder Emporium,2007,2007-11-16,93.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US and others,G,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
27669725,Hannibal Rising,2007,2007-02-09,121.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,R,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50648679,Resident Evil: Extinction,2007,2007-09-21,94.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,R,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54149098,TMNT,2007,2007-03-23,87.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,Foreign country,PG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124518342,Bee Movie,2007,2007-11-02,91.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
129150735,American Gangster,2007,2007-11-02,157.0,1.0,1.0,1.0,0.0,1.0,1.0,English and others,US and others,R,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131921738,Fantastic Four: Rise of the Silver Surfer,2007,2007-06-15,92.0,0.0,0.0,1.0,0.0,0.0,1.0,English and others,Foreign country,PG,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134529403,Live Free or Die Hard,2007,2007-06-27,128.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US and others,PG-13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140125968,Rush Hour 3,2007,2007-08-10,91.0,0.0,0.0,1.0,0.0,0.0,1.0,English and others,US and others,PG-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148761765,Knocked Up,2007,2007-06-01,129.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
217326974,Alvin and the Chipmunks,2007,2007-12-14,92.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
168213584,Wild Hogs,2007,2007-03-02,100.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121463226,Superbad,2007,2007-08-17,113.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219961501,National Treasure: Book of Secrets,2007,2007-12-21,124.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US only,PG,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256393010,I Am Legend,2007,2007-12-14,101.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206445654,Ratatouille,2007,2007-06-29,111.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
210614939,300,2006,2007-03-09,117.0,0.0,0.0,1.0,0.0,1.0,1.0,English only,US and others,R,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227471070,The Bourne Ultimatum,2007,2007-08-03,115.0,0.0,1.0,1.0,1.0,1.0,1.0,English and others,US and others,PG-13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292004738,Harry Potter and the Order of the Phoenix,2007,2007-07-11,138.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
336530303,Spider-Man 3,2007,2007-05-04,139.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53606916,3:10 to Yuma,2007,2007-09-07,122.0,0.0,0.0,1.0,0.0,1.0,1.0,English and others,US only,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119820940,Enchanted,2007,2007-11-21,107.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
118871849,Hairspray,2007,2007-07-20,117.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US and others,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
55204525,Why Did I Get Married?,2007,2007-10-12,113.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
61356221,Stomp the Yard,2007,2007-01-12,115.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
63300095,Saw IV,2007,2007-10-26,93.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,R,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71397435,Fred Claus,2007,2007-11-09,116.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
71985628,1408,2007,2007-06-22,104.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81205200,Beowulf,2007,2007-11-16,115.0,0.0,1.0,1.0,0.0,0.0,1.0,English and others,US and others,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82234139,Bridge to Terabithia,2007,2007-02-16,96.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89483471,The Game Plan,2007,2007-09-28,110.0,0.0,0.0,1.0,0.0,1.0,1.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
95673607,Norbit,2007,2007-02-09,102.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
97822171,Meet the Robinsons,2007,2007-03-30,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
100289690,Evan Almighty,2007,2007-06-22,96.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,PG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
115802596,Ghost Rider,2007,2007-02-16,110.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US and others,PG-13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117144465,Ocean's Thirteen,2007,2007-06-08,122.0,1.0,1.0,1.0,1.0,1.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118594548,Blades of Glory,2007,2007-03-30,93.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80818974,Disturbia,2007,2007-04-13,105.0,0.0,0.0,1.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6348315,P2,2007,2007-11-09,98.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,R,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25926673,The Nanny Diaries,2007,2007-08-24,105.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25584685,Nancy Drew,2007,2007-06-15,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10232081,Pathfinder,2007,2007-04-13,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US and others,R,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11003643,The Astronaut Farmer,2006,2007-02-23,104.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11052958,In the Land of Women,2007,2007-04-20,97.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11892415,Sydney White,2007,2007-09-21,108.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12406646,Evening,2007,2007-06-29,117.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US and others,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12559771,I Think I Love My Wife,2007,2007-03-16,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12796824,Shoot 'Em Up,2007,2007-09-07,86.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,R,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13349927,The Comebacks,2007,2007-10-19,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13932383,Firehouse Dog,2007,2007-04-04,111.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9736045,Rendition,2007,2007-10-19,122.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7006708,Bug,2006,2007-05-25,102.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,R,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7233485,I Know Who Killed Me,2007,2007-07-27,105.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7371706,The Condemned,2007,2007-04-27,113.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9534258,Death Sentence,2007,2007-08-31,105.0,0.0,1.0,1.0,0.0,0.0,1.0,English only,US only,R,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8130530,Delta Farce,2007,2007-05-11,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8135024,Code Name: The Cleaner,2007,2007-01-05,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8794452,The Seeker: The Dark Is Rising,2007,2007-10-05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9176787,A Mighty Heart,2007,2007-06-22,108.0,1.0,1.0,1.0,0.0,0.0,1.0,English and others,US and others,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9396870,Black Snake Moan,2006,2007-03-02,116.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25799486,Mr. Woodcock,2007,2007-09-14,87.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13938332,Hot Rod,2007,2007-08-03,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14139086,Awake,2007,2007-11-30,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19661987,Reign Over Me,2007,2007-03-23,124.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20300218,Gone Baby Gone,2007,2007-10-19,114.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20568319,The Invisible,2007,2007-04-27,102.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG-13,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21214987,Amazing Grace,2006,2007-02-23,118.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21471047,The Last Mimzy,2007,2007-03-23,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30226144,The Great Debaters,2007,2007-12-25,126.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22486409,War,2007,2007-08-24,103.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,Foreign country,R,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23618786,Hot Fuzz,2007,2007-04-20,121.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,Foreign country,R,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23760822,Perfect Stranger,2007,2007-04-13,109.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25031037,Grindhouse,2007,2007-04-06,191.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US and others,R,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25126214,The Reaping,2007,2007-04-05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25335717,The Mist,2007,2007-11-21,126.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18882880,Georgia Rule,2007,2007-05-11,113.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14938321,Lions for Lambs,2007,2007-11-09,92.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15074191,The Invasion,2007,2007-08-17,99.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US and others,PG-13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15309602,Alpha Dog,2006,2007-01-12,122.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,R,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15432542,Catch and Release,2006,2007-01-26,124.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15849032,Happily N'Ever After,2006,2007-01-05,87.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US and others,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16285240,Elizabeth: The Golden Age,2007,2007-10-12,114.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,Foreign country,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19063007,Vacancy,2007,2007-04-20,85.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18317151,Walk Hard: The Dewey Cox Story,2007,2007-12-21,96.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17544812,Hostel: Part II,2007,2007-06-08,94.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US and others,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18211013,Next,2007,2007-04-27,96.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US only,PG-13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16574590,Dead Silence,2007,2007-03-16,89.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214864,First Snow,2006,2007-03-23,101.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,Foreign country,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11606,Angels in the Dust,2007,2007-09-14,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8158,And Then Came Love,2007,2007-06-01,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8256,Nina's Heavenly Delights,2006,2007-11-21,94.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8527,If I Didn't Care,2007,2007-08-03,75.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,Unrated,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18445,Itty Bitty Titty Committee,2007,2007-09-28,87.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
18901,What Love Is,2007,2007-03-23,93.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13871,Buddha Mar Gaya,2007,2007-08-17,93.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Rock the Bells,2006,2007-04-11,103.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2528,Half Moon,2006,2007-12-14,107.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2844,Funny Money,2006,2007-01-26,98.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Four Lane Highway,2005,2007-06-01,104.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6922,Casting About,2005,2007-05-11,86.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7052,Skid Row,2007,2007-08-24,80.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7075,Quantum Hoops,2007,2007-11-02,85.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5661,Fired!,2007,2007-02-02,71.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5713,Mr. Blue Sky,2007,2007-11-09,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
